0.53	7.5755053
0.53	7.575505
0.64	5.8025146
0.59	6.6084194
0.57	6.930782
0.63	5.963695
0.6	6.447238
0.5	8.059048
0.6	6.447238
0.55	7.253143
0.57	6.9307814
0.56	7.091962
0.54	7.4143243
0.49	8.220229
0.59	6.6084194
0.69	4.9966097
0.51	7.8978667
0.62	6.1248765
0.57	6.9307814
0.53	7.5755053
0.56	7.091962
0.63	5.9636955
0.62	6.124876
0.65	5.641333
0.57	6.9307804
0.64	5.802514
0.6	6.447238
0.61	6.286058
0.62	6.1248765
0.59	6.6084194
0.64	5.8025146
0.62	6.1248765
0.62	6.124876
0.66	5.4801526
0.47	8.542591
0.58	6.769601
0.56	7.0919623
0.61	6.286057
0.54	7.414324
0.53	7.575505
0.55	7.253143
0.61	6.286058
0.57	6.9307814
0.58	6.7695994
0.56	7.091962
0.61	6.286058
0.52	7.7366858
0.53	7.575505
0.61	6.286058
0.71	4.674248
0.54	7.4143243
0.6	6.447238
0.62	6.124876
0.51	7.8978667
0.64	5.8025146
0.51	7.8978667
0.48	8.38141
0.52	7.7366858
0.58	6.769601
0.56	7.0919623
0.63	5.9636955
0.59	6.6084194
0.56	7.0919623
0.61	6.286058
0.58	6.7696004
0.6	6.447238
0.52	7.736686
0.59	6.6084185
0.58	6.7696004
0.59	6.6084194
0.53	7.5755053
0.54	7.4143243
0.65	5.6413336
0.51	7.897867
0.57	6.9307804
0.52	7.7366858
0.5	8.059048
0.58	6.7696004
0.63	5.9636955
0.62	6.124876
0.6	6.447238
0.55	7.2531433
0.54	7.414324
0.56	7.0919623
0.6	6.447238
0.65	5.6413336
0.67	5.3189716
0.63	5.9636955
0.66	5.4801526
0.61	6.286058
0.65	5.6413336
0.49	8.220229
0.52	7.7366858
0.59	6.6084194
0.61	6.286057
0.53	7.575505
0.64	5.8025146
0.49	8.220229
0.54	7.4143243
0.56	7.0919623
0.48	8.38141
0.63	5.9636955
0.52	7.7366858
0.51	7.8978667
0.53	7.5755053
0.54	7.4143243
0.55	7.253143
0.58	6.769601
0.48	8.38141
0.55	7.2531433
0.52	7.736686
0.55	7.2531433
0.62	6.1248765
0.56	7.0919623
0.57	6.9307814
0.53	7.5755053
0.61	6.286057
0.58	6.7696004
0.52	7.7366858
0.52	7.7366858
0.52	7.7366858
0.56	7.0919623
0.62	6.1248765
0.55	7.253143
0.63	5.963695
0.6	6.447238
0.6	6.447238
0.57	6.9307804
0.65	5.6413336
0.65	5.6413336
0.51	7.8978667
0.7	4.8354287
0.59	6.6084194
0.57	6.9307814
0.5	8.059048
0.47	8.542591
0.58	6.7696004
0.56	7.091962
0.62	6.1248765
0.64	5.8025146
0.68	5.1577907
0.61	6.286058
0.5	8.059049
0.63	5.963695
0.51	7.8978667
0.52	7.7366858
0.53	7.575505
0.56	7.0919623
0.6	6.447239
0.59	6.6084194
0.54	7.4143243
0.65	5.6413336
0.58	6.7695994
0.64	5.8025146
0.63	5.9636955
0.6	6.447238
0.54	7.414324
0.65	5.6413336
0.59	6.6084194
0.62	6.1248765
0.54	7.414324
0.61	6.286057
0.6	6.447238
0.55	7.2531433
0.53	7.575505
0.54	7.414324
0.65	5.6413336
0.6	6.447239
0.64	5.8025146
0.63	5.9636955
0.55	7.253144
0.57	6.9307814
0.61	6.286057
0.63	5.963695
0.64	5.8025146
0.59	6.6084194
0.51	7.8978662
0.58	6.7695994
0.68	5.1577907
0.59	6.60842
0.55	7.2531433
0.5	8.059048
0.59	6.6084194
0.51	7.8978667
0.6	6.447238
0.61	6.286058
0.65	5.6413336
0.63	5.9636955
0.62	6.124876
0.59	6.6084194
0.59	6.6084194
0.65	5.6413336
0.55	7.2531433
0.56	7.0919623
0.66	5.4801526
0.51	7.8978667
0.61	6.286057
0.58	6.7696004
0.53	7.575505
0.57	6.9307804
0.56	7.0919623
0.58	6.7696004
0.58	6.7696004
0.51	7.8978662
0.54	7.4143243
0.61	6.286058
0.63	5.963695
0.65	5.6413336
0.56	7.0919623
0.52	7.7366858
0.65	5.6413336
0.66	5.4801526
0.54	7.414324
0.56	7.091962
0.62	6.1248765
0.6	6.447239
0.57	6.9307814
0.59	6.6084194
0.56	7.091962
0.52	7.7366858
0.54	7.4143243
0.53	7.575505
0.59	6.6084194
0.6	6.447239
0.52	7.7366858
0.56	7.0919623
0.59	6.6084194
0.61	6.286058
0.55	7.253143
0.56	7.091963
0.7	4.835428
0.57	6.9307814
0.61	6.286058
0.58	6.7696004
0.66	5.480152
0.53	7.575505
0.49	8.220229
0.64	5.802514
0.52	7.7366858
0.63	5.9636955
0.54	7.414324
0.5	8.059048
0.57	6.9307814
0.55	7.253143
0.55	7.2531433
0.57	6.9307814
0.55	7.2531433
0.53	7.5755053
0.66	5.4801526
0.52	7.736686
0.59	6.6084194
0.53	7.575505
0.56	7.091962
0.56	7.0919623
0.54	7.414324
0.53	7.575505
0.53	7.575505
0.63	5.9636955
0.6	6.447238
0.58	6.7696004
0.54	7.414324
0.61	6.286057
0.56	7.0919623
0.58	6.7696004
0.56	7.0919623
0.5	8.059048
0.54	7.4143243
0.54	7.4143243
0.63	5.9636955
0.66	5.4801526
0.55	7.2531433
0.58	6.7696004
0.54	7.414324
0.6	6.447238
0.52	7.7366858
0.65	5.6413336
0.59	6.6084194
0.58	6.7696004
0.58	6.7696004
0.6	6.447238
0.61	6.286057
0.58	6.7696004
0.64	5.8025146
0.56	7.0919623
0.66	5.4801526
0.61	6.286057
0.52	7.736686
0.6	6.447238
0.58	6.7696004
0.55	7.2531433
0.69	4.9966097
0.51	7.8978667
0.59	6.6084194
0.47	8.542591
0.54	7.4143243
0.53	7.575505
0.52	7.736686
0.55	7.2531433
0.62	6.124876
0.57	6.9307814
0.58	6.7696004
0.63	5.9636955
0.57	6.9307804
0.62	6.124876
0.58	6.7696004
0.63	5.9636955
0.48	8.38141
0.59	6.6084194
0.54	7.4143243
0.58	6.7696004
0.6	6.447238
0.53	7.5755053
0.66	5.4801526
0.61	6.286057
0.54	7.4143243
0.58	6.7696004
0.63	5.9636955
0.59	6.6084194
0.56	7.091962
0.65	5.6413336
0.62	6.124876
0.6	6.447239
0.55	7.253143
0.57	6.930782
0.61	6.286057
0.54	7.414324
0.58	6.7696004
0.59	6.6084194
0.62	6.124876
0.66	5.4801526
0.51	7.897867
0.48	8.38141
0.64	5.8025146
0.6	6.447238
0.54	7.414324
0.65	5.6413336
0.51	7.8978667
0.5	8.059048
0.53	7.575505
0.57	6.9307814
0.55	7.253143
0.63	5.9636955
0.61	6.286058
0.56	7.0919623
0.53	7.575505
0.58	6.7696004
0.57	6.9307814
0.5	8.059048
0.6	6.447238
0.58	6.7696004
0.56	7.0919623
0.6	6.447239
0.59	6.6084194
0.63	5.963695
0.54	7.414324
0.53	7.575505
0.55	7.2531433
0.6	6.447239
0.55	7.253143
0.6	6.447238
0.61	6.286058
0.53	7.575505
0.59	6.60842
0.57	6.9307804
0.68	5.1577907
0.5	8.059048
0.59	6.6084194
0.61	6.286057
0.55	7.253143
0.64	5.8025146
0.58	6.7696004
0.6	6.447238
0.6	6.447238
0.56	7.0919623
0.6	6.447238
0.53	7.5755053
0.62	6.124876
0.55	7.2531433
0.58	6.7696004
0.61	6.286057
0.55	7.253143
0.54	7.414324
0.57	6.9307814
0.57	6.9307814
0.49	8.220229
0.6	6.447238
0.56	7.0919623
0.56	7.0919623
0.5	8.059048
0.51	7.8978667
0.54	7.4143243
0.56	7.0919623
0.59	6.6084194
0.65	5.6413336
0.45	8.864953
0.54	7.4143243
0.53	7.5755053
0.61	6.286058
0.63	5.9636955
0.64	5.802514
0.62	6.1248765
0.56	7.0919623
0.49	8.220229
0.55	7.253143
0.59	6.6084194
0.63	5.9636955
0.61	6.286058
0.59	6.6084194
0.65	5.6413336
0.6	6.447238
0.55	7.2531433
0.52	7.7366858
0.46	8.703772
0.57	6.9307804
0.59	6.6084194
0.61	6.286058
0.56	7.0919623
0.63	5.963695
0.43	9.187315
0.49	8.220229
0.44	9.0261345
0.6	6.447239
0.68	5.1577907
0.57	6.930782
0.61	6.286057
0.53	7.575505
0.61	6.286058
0.59	6.6084194
0.54	7.4143243
0.62	6.124876
0.63	5.9636955
0.66	5.4801526
0.5	8.059048
0.52	7.7366858
0.51	7.8978667
0.52	7.7366858
0.61	6.286057
0.57	6.9307814
0.62	6.1248765
0.58	6.7696004
0.59	6.6084194
0.59	6.6084194
0.57	6.9307814
0.47	8.542591
0.54	7.4143243
0.54	7.414324
0.59	6.6084194
0.64	5.8025146
0.6	6.447238
0.65	5.6413336
0.66	5.4801526
0.57	6.9307814
0.6	6.447238
0.61	6.286057
0.65	5.6413336
0.58	6.7696004
0.58	6.7696004
0.53	7.5755053
0.66	5.4801526
0.52	7.7366858
0.62	6.1248765
0.58	6.7696004
0.57	6.9307804
0.49	8.220229
0.58	6.7696004
0.51	7.8978667
0.61	6.286057
0.58	6.7696004
0.56	7.0919623
0.49	8.220229
0.54	7.414324
0.57	6.930782
0.59	6.6084194
0.59	6.6084194
0.57	6.9307814
0.55	7.2531433
0.53	7.575505
0.56	7.0919623
0.55	7.253143
0.58	6.7696004
0.54	7.414324
0.59	6.6084194
0.6	6.447239
0.51	7.8978667
0.5	8.059048
0.7	4.8354287
0.59	6.6084194
0.62	6.124876
0.55	7.2531433
0.61	6.286057
0.57	6.9307804
0.6	6.447238
0.62	6.124876
0.57	6.9307804
0.56	7.091962
0.58	6.7696004
0.52	7.7366858
0.53	7.575505
0.61	6.286057
0.58	6.7696004
0.64	5.8025146
0.51	7.8978667
0.55	7.253143
0.56	7.0919623
0.56	7.0919623
0.5	8.059048
0.58	6.7696004
0.59	6.6084194
0.56	7.0919623
0.56	7.091962
0.52	7.736686
0.56	7.0919623
0.6	6.447238
0.59	6.6084194
0.52	7.736686
0.59	6.6084194
0.56	7.0919623
0.63	5.963695
0.62	6.124876
0.59	6.6084194
0.58	6.7696004
0.5	8.059048
0.54	7.4143243
0.56	7.0919623
0.53	7.575505
0.55	7.2531433
0.59	6.6084194
0.63	5.963695
0.56	7.091962
0.57	6.9307814
0.61	6.286058
0.62	6.124876
0.59	6.6084194
0.59	6.6084194
0.67	5.3189716
0.56	7.0919623
0.69	4.9966097
0.72	4.5130672
0.59	6.6084194
0.58	6.7696004
0.61	6.286058
0.62	6.1248765
0.57	6.9307814
0.59	6.6084194
0.65	5.6413336
0.375	10.07381
0.59	6.60842
0.59	6.6084194
0.52	7.736686
0.52	7.736686
0.52	7.7366858
0.51	7.897867
0.59	6.6084194
0.59	6.6084194
0.68	5.1577907
0.62	6.1248765
0.52	7.7366858
0.62	6.124876
0.54	7.414324
0.57	6.9307814
0.57	6.9307814
0.68	5.1577907
0.51	7.8978667
0.62	6.124876
0.62	6.124876
0.54	7.4143243
0.45	8.864953
0.6	6.447238
0.63	5.963695
0.54	7.4143243
0.6	6.447238
0.5	8.059048
0.53	7.575505
0.64	5.8025146
0.55	7.2531433
0.53	7.575505
0.58	6.7695994
0.58	6.7696004
0.41	9.509677
0.65	5.6413336
0.62	6.1248765
0.52	7.7366858
0.54	7.4143243
0.63	5.9636955
0.61	6.286058
0.55	7.2531433
0.55	7.253143
0.56	7.091962
0.61	6.286058
0.57	6.9307814
0.44	9.0261345
0.59	6.6084194
0.56	7.091962
0.62	6.124876
0.63	5.963695
0.6	6.447238
0.67	5.3189716
0.53	7.575505
0.6	6.447239
0.61	6.286057
0.73	4.351886
0.61	6.286058
0.6	6.447238
0.61	6.286057
0.65	5.6413336
0.54	7.4143243
0.62	6.124876
0.65	5.6413336
0.53	7.5755053
0.59	6.60842
0.49	8.220229
0.54	7.414324
0.56	7.0919623
0.49	8.220229
0.63	5.9636955
0.56	7.091962
0.63	5.9636955
0.6	6.447238
0.68	5.1577907
0.5	8.059048
0.55	7.2531433
0.66	5.4801526
0.58	6.7696004
0.52	7.736686
0.49	8.220229
0.57	6.9307804
0.6	6.447238
0.56	7.091962
0.57	6.9307814
0.55	7.253143
0.54	7.414324
0.54	7.4143243
0.62	6.1248765
0.53	7.5755053
0.55	7.2531433
0.58	6.7696004
0.58	6.7696004
0.52	7.7366858
0.59	6.6084194
0.6	6.447239
0.66	5.4801526
0.64	5.8025146
0.6	6.447239
0.59	6.6084194
0.5	8.059048
0.53	7.5755053
0.61	6.286057
0.62	6.1248765
0.63	5.963695
0.48	8.38141
0.49	8.220229
0.58	6.7696004
0.53	7.575505
0.52	7.736686
0.61	6.286057
0.65	5.6413336
0.56	7.091962
0.54	7.414324
0.66	5.4801526
0.53	7.575505
0.58	6.7696004
0.55	7.2531433
0.7	4.8354287
0.54	7.414324
0.6	6.447239
0.57	6.9307814
0.5	8.059048
0.57	6.9307814
0.52	7.736686
0.57	6.9307814
0.55	7.2531433
0.54	7.414324
0.63	5.963695
0.58	6.7696004
0.59	6.6084194
0.61	6.286057
0.58	6.7696004
0.53	7.5755053
0.52	7.7366858
0.48	8.38141
0.6	6.447238
0.64	5.8025146
0.58	6.7696004
0.66	5.480152
0.68	5.1577907
0.55	7.2531433
0.56	7.0919623
0.5	8.059048
0.57	6.9307814
0.58	6.7696004
0.53	7.575505
0.66	5.4801526
0.62	6.1248765
0.51	7.8978667
0.62	6.124876
0.53	7.5755053
0.56	7.091962
0.62	6.1248765
0.66	5.4801526
0.66	5.4801526
0.56	7.0919623
0.55	7.253143
0.62	6.1248765
0.47	8.542591
0.59	6.60842
0.6	6.447239
0.49	8.220229
0.69	4.9966097
0.5	8.059049
0.6	6.447239
0.69	4.9966097
0.71	4.6742477
0.68	5.1577907
0.58	6.7696004
0.6	6.447238
0.52	7.7366858
0.61	6.286058
0.58	6.769601
0.55	7.2531433
0.64	5.802514
0.54	7.414324
0.56	7.0919623
0.57	6.9307804
0.59	6.6084194
0.61	6.286057
0.58	6.7696004
0.56	7.0919623
0.61	6.286057
0.63	5.9636955
0.6	6.447238
0.57	6.9307814
0.61	6.286058
0.58	6.7695994
0.55	7.253143
0.62	6.1248765
0.55	7.2531433
0.54	7.414324
0.59	6.6084194
0.5	8.059048
0.62	6.124876
0.56	7.091962
0.51	7.8978667
0.63	5.963695
0.6	6.4472375
0.51	7.8978667
0.54	7.4143243
0.57	6.9307814
0.48	8.38141
0.66	5.4801526
0.58	6.7696004
0.6	6.447238
0.62	6.1248765
0.53	7.575505
0.59	6.6084194
0.57	6.9307814
0.46	8.703772
0.61	6.286057
0.54	7.4143243
0.54	7.4143243
0.55	7.253143
0.69	4.9966097
0.54	7.414324
0.53	7.575505
0.57	6.9307814
0.57	6.9307814
0.61	6.286057
0.52	7.7366858
0.6	6.447239
0.52	7.7366858
0.61	6.286058
0.61	6.286057
0.61	6.286057
0.65	5.6413336
0.6	6.447239
0.52	7.7366858
0.6	6.447238
0.54	7.414324
0.52	7.7366858
0.59	6.6084194
0.5	8.059049
0.63	5.9636955
0.53	7.575505
0.56	7.091962
0.53	7.575505
0.55	7.253143
0.6	6.447238
0.55	7.253143
0.57	6.9307804
0.52	7.7366858
0.56	7.0919623
0.59	6.6084194
0.58	6.7695994
0.58	6.7696004
0.52	7.736686
0.49	8.220229
0.59	6.60842
0.61	6.286058
0.65	5.6413336
0.6	6.447238
0.67	5.3189716
0.53	7.575505
0.5	8.059048
0.48	8.38141
0.47	8.542591
0.61	6.286058
0.49	8.220229
0.58	6.7695994
0.57	6.9307814
0.59	6.60842
0.56	7.0919623
0.54	7.4143243
0.54	7.4143243
0.57	6.9307814
0.64	5.802514
0.52	7.7366858
0.56	7.0919623
0.5	8.059048
0.58	6.7696004
0.53	7.5755053
0.55	7.253143
0.5	8.059048
0.59	6.6084194
0.68	5.1577907
0.64	5.8025146
0.66	5.480152
0.61	6.286058
0.6	6.447238
0.47	8.542591
0.55	7.253143
0.56	7.091962
0.53	7.575505
0.6	6.447238
0.68	5.1577907
0.62	6.1248765
0.61	6.286058
0.64	5.802514
0.61	6.286057
0.53	7.5755043
0.53	7.575505
0.57	6.9307814
0.58	6.7696004
0.53	7.575505
0.61	6.286058
0.54	7.4143243
0.47	8.542591
0.55	7.2531433
0.64	5.802514
0.62	6.124876
0.51	7.8978667
0.67	5.3189716
0.58	6.7696004
0.61	6.286057
0.53	7.575505
0.48	8.38141
0.6	6.447239
0.6	6.447238
0.59	6.6084194
0.66	5.4801526
0.6	6.447238
0.54	7.4143243
0.54	7.414324
0.6	6.447239
0.6	6.447239
0.61	6.286057
0.61	6.286058
0.52	7.736686
0.58	6.7696004
0.59	6.6084194
0.64	5.8025146
0.54	7.4143243
0.59	6.60842
